year_week,category_en,orders_count,weekly_revenue,avg_order_value,cancellations
2017-W49,fashion_shoes,1,98.51,98.51,0
2017-W49,books_imported,1,84.79,84.79,0
2017-W49,art,1,76.79,76.79,0
2017-W49,audio,1,65.0,65.0,0
2017-W49,flowers,1,38.91,38.91,0
2017-W50,garden_tools,49,27296.58,349.96,1
2017-W50,health_beauty,112,24090.98,199.1,0
2017-W50,sports_leisure,114,23085.84,169.75,0
2017-W50,watches_gifts,100,20470.07,186.09,0
2017-W50,auto,73,17121.67,190.24,0
2017-W50,toys,102,16035.83,144.47,2
2017-W50,bed_bath_table,114,15845.95,123.8,0
2017-W50,computers_accessories,51,13791.24,222.44,0
2017-W50,furniture_decor,80,12886.13,130.16,0
2017-W50,computers,6,12238.69,1529.84,0
2017-W50,cool_stuff,59,10894.58,157.89,0
2017-W50,perfumery,66,10071.57,143.88,0
2017-W50,housewares,59,9041.47,117.42,0
2017-W50,stationery,57,8827.37,140.12,0
2017-W50,baby,33,6597.11,194.03,0
2017-W50,fashion_bags_accessories,31,4322.18,116.82,0
2017-W50,telephony,48,3953.98,71.89,0
2017-W50,musical_instruments,13,3391.12,260.86,0
2017-W50,home_construction,11,3307.89,254.45,0
2017-W50,consoles_games,28,3130.44,104.35,0
2017-W50,unknown,25,3012.88,115.88,0
2017-W50,office_furniture,12,2968.09,212.01,0
2017-W50,electronics,49,2910.33,57.07,0
2017-W50,pet_shop,18,2489.43,138.3,0
2017-W50,small_appliances,7,1728.97,247.0,0
2017-W50,luggage_accessories,6,1049.25,174.88,0
2017-W50,construction_tools_construction,5,956.01,119.5,0
2017-W50,home_confort,5,941.25,188.25,0
2017-W50,kitchen_dining_laundry_garden_furniture,3,904.67,301.56,0
2017-W50,food_drink,6,744.33,93.04,0
2017-W50,furniture_living_room,4,736.04,147.21,0
2017-W50,books_general_interest,10,710.56,64.6,0
2017-W50,audio,8,644.37,71.6,0
2017-W50,fashion_shoes,5,634.24,90.61,0
2017-W50,drinks,8,510.65,63.83,0
2017-W50,industry_commerce_and_business,3,484.48,161.49,0
2017-W50,home_appliances_2,2,430.42,215.21,0
2017-W50,construction_tools_safety,1,396.35,396.35,0
2017-W50,fashion_underwear_beach,3,368.18,122.73,0
2017-W50,costruction_tools_tools,3,308.5,102.83,0
2017-W50,books_technical,1,292.5,292.5,0
2017-W50,party_supplies,1,276.65,276.65,0
2017-W50,market_place,3,215.5,71.83,0
2017-W50,furniture_mattress_and_upholstery,2,195.9,97.95,0
2017-W50,food,1,164.1,164.1,0
2017-W50,tablets_printing_image,2,158.34,79.17,0
2017-W50,christmas_supplies,3,149.38,49.79,0
2017-W50,dvds_blu_ray,1,135.49,135.49,0
2017-W50,signaling_and_security,1,123.29,123.29,0
2017-W50,books_imported,1,92.29,92.29,0
2017-W50,fashion_sport,1,76.76,76.76,0
2017-W50,fixed_telephony,1,74.56,74.56,0
2017-W50,fashion_male_clothing,1,61.84,61.84,0
2017-W50,art,1,47.19,23.59,0
2017-W51,computers_accessories,57,15504.63,224.7,0
2017-W51,bed_bath_table,96,14259.45,129.63,0
2017-W51,watches_gifts,64,13958.51,188.63,2
2017-W51,sports_leisure,81,13749.05,154.48,1
2017-W51,furniture_decor,49,11792.54,163.79,0
2017-W51,health_beauty,69,11031.25,134.53,0
2017-W51,auto,46,9895.82,201.96,0
2017-W51,housewares,52,9433.55,147.4,0
2017-W51,garden_tools,36,9282.71,197.5,0
2017-W51,toys,43,7848.06,178.37,0
2017-W51,stationery,52,6150.3,111.82,0
2017-W51,baby,28,5889.54,196.32,0
2017-W51,cool_stuff,31,5847.46,177.2,0
2017-W51,perfumery,35,4459.09,117.34,0
2017-W51,agro_industry_and_commerce,2,4045.27,1348.42,0
2017-W51,unknown,19,3660.45,146.42,0
2017-W51,kitchen_dining_laundry_garden_furniture,4,3342.78,477.54,0
2017-W51,electronics,32,3079.29,83.22,0
2017-W51,musical_instruments,7,2894.42,361.8,0
2017-W51,telephony,50,2805.22,51.95,0
2017-W51,small_appliances,4,2175.45,543.86,0
2017-W51,computers,3,2035.25,678.42,0
2017-W51,fashion_bags_accessories,20,1928.64,87.67,0
2017-W51,consoles_games,16,1914.25,100.75,0
2017-W51,pet_shop,9,1519.81,151.98,0
2017-W51,home_construction,3,966.18,241.55,0
2017-W51,drinks,7,943.34,94.33,0
2017-W51,audio,4,791.79,197.95,0
2017-W51,home_appliances_2,2,695.06,347.53,0
2017-W51,books_general_interest,9,638.66,70.96,0
2017-W51,luggage_accessories,4,617.89,154.47,0
2017-W51,office_furniture,4,600.68,150.17,0
2017-W51,furniture_mattress_and_upholstery,4,512.48,128.12,0
2017-W51,christmas_supplies,3,426.85,85.37,0
2017-W51,market_place,5,395.43,79.09,0
2017-W51,costruction_tools_garden,3,364.58,121.53,0
2017-W51,fashion_male_clothing,1,329.87,329.87,0
2017-W51,fashion_shoes,3,326.0,108.67,0
2017-W51,industry_commerce_and_business,2,291.56,145.78,0
2017-W51,construction_tools_safety,3,266.72,88.91,0
2017-W51,fashion_underwear_beach,2,239.63,119.81,0
2017-W51,construction_tools_construction,2,191.83,95.91,0
2017-W51,home_appliances,1,188.56,188.56,0
2017-W51,furniture_living_room,1,155.2,155.2,0
2017-W51,food,3,116.8,38.93,0
2017-W51,home_confort,1,104.76,104.76,0
2017-W51,books_imported,1,93.98,93.98,0
2017-W51,fixed_telephony,1,81.99,81.99,0
2017-W51,cds_dvds_musicals,1,74.94,74.94,0
2017-W51,art,1,67.78,67.78,0
2017-W51,food_drink,1,54.17,54.17,0
2017-W52,bed_bath_table,87,12252.94,121.32,0
2017-W52,watches_gifts,52,10889.77,201.66,0
2017-W52,garden_tools,59,9154.86,120.46,0
2017-W52,sports_leisure,47,8461.45,145.89,0
2017-W52,furniture_decor,54,8133.06,117.87,0
2017-W52,health_beauty,57,7545.64,117.9,0
2017-W52,toys,36,7074.5,191.2,0
2017-W52,cool_stuff,35,6916.67,177.35,0
2017-W52,computers_accessories,35,6359.01,163.05,0
2017-W52,unknown,42,6026.69,131.02,0
2017-W52,stationery,47,5818.77,107.75,0
2017-W52,housewares,31,5627.08,156.31,0
2017-W52,perfumery,30,4709.27,134.55,0
2017-W52,computers,6,3858.35,643.06,0
2017-W52,telephony,53,3229.78,55.69,0
2017-W52,construction_tools_construction,4,3124.2,624.84,0
2017-W52,auto,20,2887.11,137.48,0
2017-W52,fashion_bags_accessories,25,2805.97,77.94,0
2017-W52,luggage_accessories,12,2313.99,178.0,0
2017-W52,home_construction,3,1990.08,398.02,0
2017-W52,electronics,32,1742.12,48.39,0
2017-W52,baby,14,1666.12,104.13,0
2017-W52,musical_instruments,5,1610.3,268.38,0
2017-W52,pet_shop,13,1505.39,115.8,0
2017-W52,audio,4,1439.96,359.99,0
2017-W52,kitchen_dining_laundry_garden_furniture,3,1274.17,318.54,0
2017-W52,consoles_games,19,1246.82,54.21,0
2017-W52,office_furniture,4,1196.95,299.24,0
2017-W52,agro_industry_and_commerce,2,977.06,325.69,0
2017-W52,books_general_interest,9,811.13,90.13,1
2017-W52,construction_tools_lights,1,786.82,786.82,0
2017-W52,food,3,770.13,154.03,0
2017-W52,signaling_and_security,1,719.15,719.15,0
2017-W52,small_appliances,2,595.42,297.71,0
2017-W52,drinks,7,487.46,69.64,0
2017-W52,home_appliances,3,485.17,161.72,0
2017-W52,industry_commerce_and_business,3,453.77,151.26,0
2017-W52,fashion_underwear_beach,3,323.9,107.97,0
2017-W52,fashion_shoes,2,316.86,158.43,0
2017-W52,furniture_bedroom,1,230.75,230.75,0
2017-W52,christmas_supplies,4,186.53,37.31,0
2017-W52,market_place,1,135.49,135.49,0
2017-W52,food_drink,2,130.48,65.24,0
2017-W52,home_confort,1,100.53,100.53,0
2017-W52,costruction_tools_tools,2,90.67,45.33,0
2017-W52,fixed_telephony,1,55.69,55.69,0
2018-W01,computers_accessories,66,26223.18,304.92,1
2018-W01,furniture_decor,114,24348.86,159.14,0
2018-W01,bed_bath_table,137,23198.62,127.46,0
2018-W01,stationery,101,16472.79,142.01,0
2018-W01,health_beauty,99,15302.08,137.86,0
2018-W01,sports_leisure,92,14378.65,140.97,0
2018-W01,watches_gifts,70,13661.49,189.74,0
2018-W01,cool_stuff,60,11277.15,163.44,0
2018-W01,auto,50,10200.08,185.46,0
2018-W01,housewares,51,9378.13,144.28,0
2018-W01,baby,43,8368.09,170.78,0
2018-W01,toys,41,8268.83,179.76,0
2018-W01,unknown,39,7614.38,155.4,0
2018-W01,electronics,78,6794.6,79.94,0
2018-W01,garden_tools,29,5583.33,150.9,0
2018-W01,small_appliances,13,5057.59,361.26,0
2018-W01,office_furniture,19,5034.55,228.84,0
2018-W01,construction_tools_construction,10,4855.67,373.51,0
2018-W01,pet_shop,17,4559.21,198.23,0
2018-W01,telephony,57,4238.94,58.07,0
2018-W01,perfumery,37,4139.67,103.49,0
2018-W01,computers,5,3362.59,672.52,0
2018-W01,home_appliances_2,3,3320.72,1106.91,0
2018-W01,fashion_bags_accessories,26,2624.59,87.49,0
2018-W01,musical_instruments,12,2575.52,214.63,0
2018-W01,agro_industry_and_commerce,4,2497.69,624.42,0
2018-W01,luggage_accessories,13,2393.01,170.93,0
2018-W01,consoles_games,18,2051.31,107.96,0
2018-W01,fixed_telephony,2,1861.97,930.98,0
2018-W01,home_confort,5,1697.5,339.5,0
2018-W01,kitchen_dining_laundry_garden_furniture,4,1511.6,377.9,0
2018-W01,drinks,14,1197.13,63.01,0
2018-W01,home_construction,3,1183.89,295.97,0
2018-W01,costruction_tools_garden,4,1087.21,217.44,0
2018-W01,audio,2,865.49,432.75,0
2018-W01,industry_commerce_and_business,6,683.38,113.9,0
2018-W01,fashion_male_clothing,2,618.04,206.01,0
2018-W01,books_general_interest,9,525.77,58.42,0
2018-W01,air_conditioning,2,480.7,240.35,0
2018-W01,art,3,447.07,149.02,0
2018-W01,furniture_bedroom,2,441.35,220.68,0
2018-W01,food,2,351.71,117.24,0
2018-W01,home_appliances,4,338.83,67.77,0
2018-W01,books_technical,1,296.36,296.36,0
2018-W01,furniture_living_room,2,241.75,120.88,0
2018-W01,christmas_supplies,2,208.33,104.16,0
2018-W01,food_drink,2,159.07,53.02,0
2018-W01,signaling_and_security,2,147.51,73.75,0
2018-W01,flowers,1,130.84,65.42,0
2018-W01,la_cuisine,1,130.03,130.03,0
2018-W01,cine_photo,1,111.89,111.89,0
2018-W01,furniture_mattress_and_upholstery,1,111.62,111.62,0
2018-W01,market_place,2,107.35,53.67,0
2018-W01,fashion_underwear_beach,1,85.6,85.6,0
2018-W01,fashion_sport,1,75.07,75.07,0
2018-W01,dvds_blu_ray,1,50.53,50.53,0
2018-W02,computers_accessories,140,49247.01,269.11,0
2018-W02,watches_gifts,68,36480.32,439.52,0
2018-W02,sports_leisure,141,35367.35,216.98,0
2018-W02,bed_bath_table,171,30232.41,150.41,0
2018-W02,furniture_decor,114,25365.0,162.6,0
2018-W02,health_beauty,146,20450.88,129.44,0
2018-W02,stationery,126,18177.3,128.92,0
2018-W02,housewares,79,13995.95,157.26,0
2018-W02,baby,61,10883.8,162.44,0
2018-W02,cool_stuff,77,10649.9,131.48,0
2018-W02,office_furniture,25,10125.04,306.82,0
2018-W02,auto,46,9068.55,181.37,0
2018-W02,garden_tools,49,8427.17,133.76,0
2018-W02,toys,40,7457.31,181.89,0
2018-W02,unknown,38,7219.12,176.08,0
2018-W02,electronics,73,6750.35,83.34,0
2018-W02,home_construction,10,6306.11,485.09,0
2018-W02,perfumery,47,6223.81,113.16,0
2018-W02,pet_shop,24,5155.15,190.93,0
2018-W02,telephony,75,4915.75,57.83,0
2018-W02,musical_instruments,17,4863.61,286.09,0
2018-W02,luggage_accessories,28,4735.95,143.51,0
2018-W02,small_appliances,11,3900.24,354.57,0
2018-W02,air_conditioning,3,3543.85,708.77,0
2018-W02,computers,5,3376.4,482.34,0
2018-W02,construction_tools_construction,6,2976.04,372.0,0
2018-W02,fashion_bags_accessories,32,2179.89,62.28,0
2018-W02,consoles_games,13,2178.53,136.16,0
2018-W02,construction_tools_safety,4,1994.98,332.5,0
2018-W02,agro_industry_and_commerce,4,1769.25,442.31,0
2018-W02,drinks,13,1612.87,89.6,0
2018-W02,costruction_tools_garden,7,1469.2,183.65,0
2018-W02,industry_commerce_and_business,3,1452.25,242.04,0
2018-W02,home_appliances_2,2,1169.11,389.7,0
2018-W02,books_general_interest,14,1137.84,75.86,0
2018-W02,audio,5,898.03,149.67,0
2018-W02,furniture_living_room,6,848.47,141.41,0
2018-W02,home_confort,4,710.7,118.45,0
2018-W02,home_appliances,9,621.84,69.09,0
2018-W02,kitchen_dining_laundry_garden_furniture,3,618.66,206.22,0
2018-W02,construction_tools_lights,2,560.24,280.12,0
2018-W02,furniture_bedroom,2,416.07,208.03,0
2018-W02,small_appliances_home_oven_and_coffee,1,385.13,385.13,0
2018-W02,flowers,3,368.06,92.02,0
2018-W02,furniture_mattress_and_upholstery,3,366.73,122.24,0
2018-W02,fashion_underwear_beach,3,316.17,105.39,0
2018-W02,art,2,276.2,138.1,0
2018-W02,books_imported,2,253.27,126.63,0
2018-W02,christmas_supplies,2,240.01,120.0,0
2018-W02,fashion_male_clothing,1,183.85,183.85,0
2018-W02,food,4,163.09,40.77,0
2018-W02,market_place,3,155.38,51.79,0
2018-W02,fashion_sport,1,144.45,144.45,0
2018-W02,food_drink,3,144.13,36.03,0
2018-W02,fixed_telephony,2,136.99,68.5,0
2018-W02,costruction_tools_tools,2,105.67,52.83,0
2018-W02,signaling_and_security,1,78.14,78.14,0
2018-W02,fashion_shoes,1,72.96,72.96,0
2018-W02,books_technical,1,67.89,67.89,0
2018-W02,tablets_printing_image,1,63.62,63.62,0
2018-W02,music,1,40.07,40.07,0
2018-W03,furniture_decor,131,29287.28,157.46,0
2018-W03,sports_leisure,147,29051.2,183.87,0
2018-W03,computers_accessories,127,28160.11,186.49,1
2018-W03,bed_bath_table,152,24611.87,132.32,0
2018-W03,health_beauty,144,21875.18,133.39,0
2018-W03,housewares,73,19804.88,220.05,1
2018-W03,watches_gifts,73,15794.97,199.94,0
2018-W03,auto,74,14806.47,180.57,0
2018-W03,unknown,60,12838.48,160.48,0
2018-W03,cool_stuff,83,11843.45,139.33,0
2018-W03,stationery,78,9451.1,116.68,0
2018-W03,luggage_accessories,43,9320.21,207.12,0
2018-W03,office_furniture,26,8889.39,261.45,0
2018-W03,baby,44,8005.47,170.33,0
2018-W03,garden_tools,48,7389.74,136.85,0
2018-W03,electronics,79,6988.57,79.42,0
2018-W03,toys,33,6022.05,172.06,0
2018-W03,perfumery,48,5889.86,115.49,0
2018-W03,telephony,87,5458.76,55.7,0
2018-W03,consoles_games,14,3942.26,281.59,0
2018-W03,musical_instruments,7,3765.1,537.87,0
2018-W03,fashion_bags_accessories,27,3226.27,92.18,0
2018-W03,costruction_tools_garden,6,2812.55,401.79,0
2018-W03,pet_shop,16,2730.1,124.1,0
2018-W03,construction_tools_lights,3,2487.43,621.86,0
2018-W03,small_appliances,8,2192.16,243.57,0
2018-W03,home_construction,5,1812.35,181.24,0
2018-W03,construction_tools_construction,9,1706.83,189.65,0
2018-W03,air_conditioning,6,1644.86,234.98,0
2018-W03,agro_industry_and_commerce,3,1502.62,250.44,0
2018-W03,signaling_and_security,3,1416.21,354.05,0
2018-W03,industry_commerce_and_business,3,1380.44,460.15,0
2018-W03,art,9,1305.98,145.11,0
2018-W03,kitchen_dining_laundry_garden_furniture,2,1186.8,395.6,0
2018-W03,furniture_living_room,7,936.67,117.08,0
2018-W03,audio,6,780.22,111.46,0
2018-W03,computers,1,702.97,702.97,0
2018-W03,furniture_mattress_and_upholstery,4,680.43,170.11,0
2018-W03,home_appliances,9,673.54,74.84,0
2018-W03,home_appliances_2,1,669.71,669.71,0
2018-W03,home_confort,4,666.32,166.58,0
2018-W03,fixed_telephony,5,602.5,120.5,0
2018-W03,market_place,4,585.14,117.03,0
2018-W03,construction_tools_safety,2,579.78,289.89,0
2018-W03,books_general_interest,8,462.92,57.87,0
2018-W03,fashion_underwear_beach,2,338.43,169.22,0
2018-W03,fashion_shoes,3,291.59,72.9,0
2018-W03,furniture_bedroom,1,240.22,240.22,0
2018-W03,flowers,3,216.8,54.2,0
2018-W03,costruction_tools_tools,1,208.48,208.48,0
2018-W03,food,3,176.19,58.73,0
2018-W03,books_technical,3,176.09,58.7,0
2018-W03,books_imported,2,175.52,87.76,0
2018-W03,food_drink,3,127.85,42.62,0
2018-W03,tablets_printing_image,1,124.34,124.34,0
2018-W03,cine_photo,1,111.89,111.89,0
2018-W03,christmas_supplies,1,106.78,106.78,0
2018-W03,drinks,2,92.36,46.18,0
2018-W03,party_supplies,1,85.63,85.63,0
2018-W03,fashio_female_clothing,1,78.7,78.7,0
2018-W04,bed_bath_table,156,34093.96,153.58,1
2018-W04,sports_leisure,121,29227.85,202.97,2
2018-W04,health_beauty,136,26786.48,172.82,1
2018-W04,watches_gifts,83,25809.4,271.68,0
2018-W04,computers_accessories,157,25505.25,138.62,4
2018-W04,furniture_decor,90,17657.8,154.89,4
2018-W04,garden_tools,59,14559.56,207.99,1
2018-W04,office_furniture,29,13578.81,308.61,0
2018-W04,cool_stuff,49,12432.59,214.35,1
2018-W04,housewares,81,11572.46,120.55,0
2018-W04,auto,46,9277.62,171.81,0
2018-W04,baby,54,8596.14,145.7,0
2018-W04,perfumery,61,7524.98,112.31,1
2018-W04,stationery,53,6727.06,110.28,3
2018-W04,small_appliances,13,5702.47,407.32,0
2018-W04,telephony,82,5672.74,66.74,0
2018-W04,musical_instruments,12,5484.28,391.73,0
2018-W04,luggage_accessories,27,5145.41,165.98,0
2018-W04,unknown,33,4125.26,111.49,0
2018-W04,construction_tools_construction,8,3941.63,358.33,0
2018-W04,toys,32,3635.18,103.86,0
2018-W04,electronics,61,3570.7,53.29,0
2018-W04,pet_shop,15,2353.97,130.78,0
2018-W04,fashion_bags_accessories,21,2172.18,103.44,0
2018-W04,air_conditioning,8,2003.56,182.14,0
2018-W04,industry_commerce_and_business,4,1671.5,417.88,0
2018-W04,audio,8,1516.55,189.57,0
2018-W04,home_construction,8,1381.3,106.25,0
2018-W04,kitchen_dining_laundry_garden_furniture,6,1213.85,202.31,0
2018-W04,home_appliances_2,2,1171.05,585.52,0
2018-W04,books_general_interest,8,1153.62,104.87,0
2018-W04,consoles_games,7,948.77,135.54,0
2018-W04,diapers_and_hygiene,1,942.25,188.45,0
2018-W04,construction_tools_safety,2,936.38,468.19,0
2018-W04,computers,1,859.02,859.02,0
2018-W04,costruction_tools_garden,4,811.24,162.25,0
2018-W04,furniture_living_room,4,663.8,132.76,0
2018-W04,books_technical,5,637.55,106.26,0
2018-W04,drinks,7,625.38,62.54,0
2018-W04,home_confort,4,591.77,147.94,0
2018-W04,food,9,556.05,61.78,0
2018-W04,home_appliances,3,394.82,131.61,0
2018-W04,costruction_tools_tools,3,272.82,90.94,0
2018-W04,christmas_supplies,2,219.0,109.5,0
2018-W04,art,2,178.54,89.27,0
2018-W04,food_drink,2,151.41,75.7,0
2018-W04,fashion_shoes,2,149.43,74.72,0
2018-W04,signaling_and_security,1,149.23,149.23,0
2018-W04,agro_industry_and_commerce,2,120.21,60.11,0
2018-W04,furniture_mattress_and_upholstery,1,111.62,111.62,0
2018-W04,party_supplies,1,84.63,84.63,0
2018-W04,tablets_printing_image,1,60.72,60.72,0
2018-W04,fashion_male_clothing,1,58.6,58.6,0
2018-W04,fashio_female_clothing,1,39.08,39.08,0
2018-W04,market_place,1,36.65,36.65,0
2018-W04,fixed_telephony,1,32.09,16.05,0
2018-W05,bed_bath_table,162,38396.52,173.74,1
2018-W05,computers_accessories,191,36601.8,165.62,3
2018-W05,office_furniture,21,32692.32,778.39,0
2018-W05,sports_leisure,155,29076.44,156.32,2
2018-W05,health_beauty,124,23473.79,166.48,4
2018-W05,watches_gifts,85,23211.48,218.98,2
2018-W05,auto,69,14125.6,185.86,1
2018-W05,housewares,75,13647.62,156.87,4
2018-W05,furniture_decor,67,10848.99,132.3,0
2018-W05,electronics,77,9861.97,110.81,0
2018-W05,garden_tools,46,9110.47,149.35,2
2018-W05,perfumery,46,7996.46,142.79,1
2018-W05,cool_stuff,39,7339.19,166.8,0
2018-W05,telephony,91,4638.83,49.35,1
2018-W05,stationery,46,4590.28,95.63,2
2018-W05,home_appliances_2,6,4291.3,715.22,0
2018-W05,kitchen_dining_laundry_garden_furniture,10,4208.25,350.69,0
2018-W05,unknown,27,3977.2,128.3,1
2018-W05,toys,30,3306.92,110.23,1
2018-W05,baby,22,3178.22,132.43,1
2018-W05,construction_tools_construction,15,2908.37,138.49,0
2018-W05,market_place,3,2881.63,720.41,0
2018-W05,luggage_accessories,17,2871.79,159.54,0
2018-W05,pet_shop,15,2489.32,155.58,0
2018-W05,small_appliances,13,2341.52,156.1,0
2018-W05,home_construction,6,2314.19,330.6,1
2018-W05,industry_commerce_and_business,5,1955.18,325.86,0
2018-W05,agro_industry_and_commerce,6,1831.68,305.28,0
2018-W05,construction_tools_safety,3,1765.33,588.44,0
2018-W05,musical_instruments,12,1596.35,114.02,1
2018-W05,fashion_bags_accessories,21,1467.92,69.9,0
2018-W05,consoles_games,7,1302.22,186.03,0
2018-W05,food,5,1298.18,129.82,1
2018-W05,audio,8,1264.52,158.06,0
2018-W05,drinks,7,1202.8,109.35,0
2018-W05,books_technical,10,1156.71,105.16,0
2018-W05,home_appliances,8,982.58,109.18,0
2018-W05,fashion_shoes,1,924.99,308.33,0
2018-W05,furniture_living_room,7,877.24,125.32,0
2018-W05,christmas_supplies,5,863.09,143.85,0
2018-W05,air_conditioning,4,668.96,133.79,0
2018-W05,costruction_tools_garden,3,619.73,103.29,0
2018-W05,art,3,605.25,201.75,0
2018-W05,construction_tools_lights,2,461.7,230.85,0
2018-W05,costruction_tools_tools,5,361.61,72.32,0
2018-W05,books_imported,3,311.66,103.89,0
2018-W05,home_confort,2,282.13,141.06,0
2018-W05,books_general_interest,6,229.81,38.3,0
2018-W05,fixed_telephony,1,171.0,85.5,0
2018-W05,fashion_underwear_beach,2,136.82,68.41,0
2018-W05,tablets_printing_image,2,136.18,68.09,0
2018-W05,fashio_female_clothing,1,78.7,78.7,0
2018-W05,fashion_male_clothing,1,72.66,72.66,0
2018-W05,food_drink,1,70.02,70.02,0
2018-W05,dvds_blu_ray,1,46.05,46.05,0
2018-W05,flowers,1,30.29,30.29,0
2018-W06,computers_accessories,184,33261.27,153.99,1
2018-W06,sports_leisure,140,32348.4,192.55,0
2018-W06,bed_bath_table,174,25485.71,117.99,0
2018-W06,health_beauty,136,24793.71,164.2,3
2018-W06,watches_gifts,69,17779.91,233.95,2
2018-W06,housewares,63,13844.07,160.98,2
2018-W06,auto,52,11511.49,217.2,0
2018-W06,garden_tools,68,11352.09,133.55,0
2018-W06,furniture_decor,59,10307.08,141.19,0
2018-W06,office_furniture,21,8161.59,291.49,0
2018-W06,fixed_telephony,5,7730.76,1288.46,0
2018-W06,cool_stuff,35,7383.3,199.55,1
2018-W06,perfumery,49,6781.4,132.97,2
2018-W06,telephony,95,6175.28,61.75,1
2018-W06,baby,41,5293.89,126.05,2
2018-W06,construction_tools_construction,14,4993.33,249.67,0
2018-W06,fashion_bags_accessories,24,4920.32,182.23,0
2018-W06,unknown,27,4782.1,154.26,0
2018-W06,electronics,75,4665.88,61.39,0
2018-W06,home_appliances_2,4,4381.72,1095.43,0
2018-W06,stationery,37,4219.1,105.48,1
2018-W06,toys,31,4193.45,110.35,0
2018-W06,agro_industry_and_commerce,5,4017.79,446.42,0
2018-W06,pet_shop,19,3399.08,154.5,0
2018-W06,construction_tools_safety,2,3370.96,1685.48,0
2018-W06,consoles_games,10,3266.45,296.95,0
2018-W06,market_place,7,3026.25,201.75,0
2018-W06,musical_instruments,7,2514.59,359.23,0
2018-W06,kitchen_dining_laundry_garden_furniture,4,2237.8,447.56,1
2018-W06,luggage_accessories,15,2151.0,134.44,1
2018-W06,christmas_supplies,8,1777.11,177.71,0
2018-W06,home_appliances,9,1715.31,190.59,0
2018-W06,home_confort,7,1264.23,180.6,0
2018-W06,art,6,1229.29,153.66,0
2018-W06,costruction_tools_garden,6,1029.47,147.07,0
2018-W06,drinks,5,892.07,178.41,0
2018-W06,home_construction,7,864.42,123.49,0
2018-W06,small_appliances_home_oven_and_coffee,2,829.84,414.92,0
2018-W06,small_appliances,5,823.76,164.75,0
2018-W06,industry_commerce_and_business,5,710.62,118.44,0
2018-W06,food_drink,6,522.62,65.33,0
2018-W06,books_general_interest,7,400.18,57.17,1
2018-W06,furniture_living_room,3,384.96,128.32,0
2018-W06,fashion_shoes,3,354.45,88.61,0
2018-W06,furniture_bedroom,1,280.56,280.56,0
2018-W06,books_technical,3,236.32,78.77,0
2018-W06,furniture_mattress_and_upholstery,2,235.52,117.76,0
2018-W06,signaling_and_security,3,225.41,75.14,0
2018-W06,air_conditioning,1,207.67,207.67,0
2018-W06,fashion_underwear_beach,3,191.75,63.92,0
2018-W06,food,3,185.84,61.95,0
2018-W06,tablets_printing_image,2,147.67,73.84,0
2018-W06,construction_tools_lights,1,138.09,138.09,0
2018-W06,flowers,2,118.73,59.36,0
2018-W06,audio,2,55.36,27.68,0
2018-W06,dvds_blu_ray,1,42.53,42.53,0
2018-W07,computers_accessories,172,36877.69,177.3,0
2018-W07,health_beauty,152,28362.92,161.15,0
2018-W07,bed_bath_table,150,25798.99,137.23,1
2018-W07,sports_leisure,138,21882.53,143.02,2
2018-W07,furniture_decor,97,18781.38,153.95,0
2018-W07,garden_tools,69,16591.73,174.65,0
2018-W07,housewares,86,14591.36,127.99,2
2018-W07,watches_gifts,62,13572.46,193.89,2
2018-W07,auto,88,12884.98,131.48,0
2018-W07,cool_stuff,52,10610.24,204.04,0
2018-W07,office_furniture,3,7996.69,1142.38,0
2018-W07,perfumery,51,7703.2,142.65,0
2018-W07,baby,42,7452.53,165.61,1
2018-W07,unknown,36,6756.25,160.86,2
2018-W07,christmas_supplies,4,5748.41,638.71,0
2018-W07,electronics,72,5480.44,67.66,0
2018-W07,telephony,85,5114.27,52.19,0
2018-W07,toys,33,4406.95,122.42,1
2018-W07,musical_instruments,11,4116.18,316.63,0
2018-W07,pet_shop,27,3652.53,114.14,1
2018-W07,consoles_games,14,3391.96,212.0,0
2018-W07,stationery,23,2767.18,76.87,1
2018-W07,luggage_accessories,14,2351.97,138.35,1
2018-W07,agro_industry_and_commerce,2,2329.44,93.18,0
2018-W07,home_appliances_2,7,2244.8,320.69,0
2018-W07,fashion_bags_accessories,23,1783.44,71.34,0
2018-W07,construction_tools_construction,8,1682.48,210.31,1
2018-W07,construction_tools_lights,2,1640.82,410.2,0
2018-W07,industry_commerce_and_business,9,1582.77,143.89,0
2018-W07,costruction_tools_garden,2,1382.3,230.38,0
2018-W07,drinks,10,1296.07,99.7,0
2018-W07,home_construction,6,1084.67,180.78,0
2018-W07,books_general_interest,9,922.73,102.53,0
2018-W07,furniture_living_room,6,901.08,150.18,0
2018-W07,home_confort,5,810.2,162.04,0
2018-W07,small_appliances_home_oven_and_coffee,1,797.62,797.62,0
2018-W07,air_conditioning,4,711.41,177.85,0
2018-W07,market_place,6,663.57,110.6,0
2018-W07,small_appliances,6,609.79,87.11,0
2018-W07,audio,1,608.88,608.88,0
2018-W07,food,6,581.27,83.04,0
2018-W07,home_appliances,8,537.49,67.19,1
2018-W07,books_technical,6,524.49,74.93,0
2018-W07,signaling_and_security,5,494.5,82.42,0
2018-W07,tablets_printing_image,4,471.17,94.23,0
2018-W07,construction_tools_safety,1,416.48,416.48,0
2018-W07,furniture_bedroom,2,370.0,185.0,0
2018-W07,fixed_telephony,2,345.93,172.97,0
2018-W07,food_drink,3,196.48,65.49,0
